geneID,test,log2FoldChange,pvalue,From,Gene Names,Gene Name
Slc7a6os,group2/group1,0.99,0.318110694690939,Slc7a6os,SLC7A6OS,SLC7A6OS
Slc7a7,group2/group1,-0.69,0.695951420880044,Slc7a7,SLC7A7,SLC7A7
Slc7a8,group2/group1,-0.21,0.850509982115761,Slc7a8,SLC7A8 LAT2,SLC7A8
Slc7a9,group2/group1,0.0,1.0,Slc7a9,SLC7A9 BAT1,SLC7A9
Slc8a1,group2/group1,1.27,0.306279184791901,Slc8a1,SLC8A1 CNC NCX1,SLC8A1
Slc8a2,group2/group1,0.0,1.0,Slc8a2,SLC8A2 KIAA1087 NCX2,SLC8A2
Slc8a3,group2/group1,0.0,1.0,Slc8a3,SLC8A3 NCX3,SLC8A3
Slc8b1,group2/group1,1.4,0.0101250331483117,Slc8b1,SLC8B1 NCKX6 NCLX SLC24A6,SLC8B1
Slc9a1,group2/group1,1.3,0.578681227795394,Slc9a1,SLC9A1 APNH1 NHE1,SLC9A1
Slc9a2,group2/group1,0.0,1.0,Slc9a2,SLC9A2 NHE2,SLC9A2
Slc9a3,group2/group1,0.0,1.0,Slc9a3,SLC9A3 NHE3,SLC9A3
Slc9a3r1,group2/group1,0.63,0.322222475777046,Slc9a3r1,SLC9A3R1 NHERF NHERF1,SLC9A3R1
Slc9a3r2,group2/group1,-6.99,0.0876417529797102,Slc9a3r2,SLC9A3R2 NHERF2,SLC9A3R2
Slc9a4,group2/group1,0.0,1.0,Slc9a4,SLC9A4 NHE4,SLC9A4
Slc9a5,group2/group1,0.0,1.0,Slc9a5,SLC9A5 NHE5,SLC9A5
Slc9a6,group2/group1,0.2,0.93075494686802,Slc9a6,SLC9A6 KIAA0267 NHE6,SLC9A6
Slc9a7,group2/group1,-8.12,0.00751275457476194,Slc9a7,SLC9A7 NHE7,SLC9A7
Slc9a8,group2/group1,1.44,0.15014523683207,Slc9a8,SLC9A8 KIAA0939 NHE8,SLC9A8
Slc9a9,group2/group1,-6.5,0.00731879585162402,Slc9a9,SLC9A9 NHE9 Nbla00118,SLC9A9
Slc9b1,group2/group1,0.0,1.0,Slc9b1,SLC9B1 NHA1 NHEDC1,SLC9B1
Slc9b2,group2/group1,0.0,1.0,Slc9b2,SLC9B2 NHA2 NHEDC2,SLC9B2
Slc9c1,group2/group1,0.0,1.0,Slc9c1,SLC9C1 SLC9A10,SLC9C1
Slco1c1,group2/group1,0.0,1.0,Slco1c1,SLCO1C1 OATP14 OATP1C1 OATPF SLC21A14,SLCO1C1
Slco2a1,group2/group1,0.0,1.0,Slco2a1,SLCO2A1 OATP2A1 SLC21A2,SLCO2A1
Slco2b1,group2/group1,0.0,1.0,Slco2b1,SLCO2B1 KIAA0880 OATP2B1 OATPB SLC21A9,SLCO2B1
Slco3a1,group2/group1,-0.29,0.731734808912107,Slco3a1,SLCO3A1 OATP3A1 OATPD SLC21A11,SLCO3A1
Slco4a1,group2/group1,0.0,1.0,Slco4a1,SLCO4A1 OATP1 OATP4A1 OATPE SLC21A12,SLCO4A1
Slco4c1,group2/group1,0.0,1.0,Slco4c1,SLCO4C1 OATP4C1 OATPX SLC21A20,SLCO4C1
Slco5a1,group2/group1,0.0,1.0,Slco5a1,SLCO5A1 OATP5A1 SLC21A15,SLCO5A1
Slfn14,group2/group1,0.0,1.0,Slfn14,SLFN14,SLFN14
Slfn5,group2/group1,0.24,0.660001209288173,Slfn5,SLFN5,SLFN5
Slfn5,group2/group1,0.24,0.660001209288173,Slfn5,SLFN12L SLFN5,SLFN12L
Slfnl1,group2/group1,0.0,1.0,Slfnl1,SLFNL1,SLFNL1
Slirp,group2/group1,-0.54,0.516880430347237,Slirp,SLIRP C14orf156 DC23 DC50 PD04872,SLIRP
Slit1,group2/group1,0.0,1.0,Slit1,SLIT1 KIAA0813 MEGF4 SLIL1,SLIT1
Slit2,group2/group1,1.6,0.470266616207568,Slit2,SLIT2 SLIL3,SLIT2
Slit3,group2/group1,-2.74,0.366051915895077,Slit3,SLIT3 KIAA0814 MEGF5 SLIL2 UNQ691/PRO1336,SLIT3
Slitrk1,group2/group1,0.0,1.0,Slitrk1,SLITRK1 KIAA1910 LRRC12 UNQ233/PRO266,SLITRK1
Slitrk2,group2/group1,-0.42,0.880215408098785,Slitrk2,SLITRK2 CXorf2 KIAA1854 SLITL1 UNQ9197/PRO34756,SLITRK2
Slitrk3,group2/group1,0.0,1.0,Slitrk3,SLITRK3 KIAA0848,SLITRK3
Slitrk4,group2/group1,0.0,1.0,Slitrk4,SLITRK4,SLITRK4
Slitrk5,group2/group1,0.0,1.0,Slitrk5,SLITRK5 KIAA0918 LRRC11,SLITRK5
Slitrk6,group2/group1,0.0,1.0,Slitrk6,SLITRK6,SLITRK6
Slk,group2/group1,-0.45,0.341175877915457,Slk,SLK KIAA0204 STK2,SLK
Slmap,group2/group1,0.95,0.656357511921336,Slmap,SLMAP KIAA1601 SLAP UNQ1847/PRO3577,SLMAP
Slmo1,group2/group1,6.65,0.143600089309657,Slmo1,PRELID3A C18orf43 SLMO1,PRELID3A
Slmo2,group2/group1,-0.12,0.776885115929295,Slmo2,PRELID3B C20orf45 SLMO2 CGI-107,PRELID3B
Sln,group2/group1,0.0,1.0,Sln,SLN,SLN
Slpi,group2/group1,-0.59,0.748284978010125,Slpi,SLPI WAP4 WFDC4,SLPI
Sltm,group2/group1,-0.43,0.690321895741818,Sltm,SLTM MET,SLTM
Slu7,group2/group1,0.05,0.970962102578319,Slu7,SLU7,SLU7
Slurp1,group2/group1,5.77,0.202750193416519,Slurp1,SLURP1 ARS,SLURP1
Slx1b,group2/group1,0.39,0.902513440068647,Slx1b,SLX1A GIYD1 SLX1; SLX1B GIYD2 SLX1,SLX1A
Slx4,group2/group1,0.0,1.0,Slx4,SLX4 BTBD12 KIAA1784 KIAA1987,SLX4
Slx4ip,group2/group1,0.27,0.900881519597109,Slx4ip,SLX4IP C20orf94,SLX4IP
Sly,group2/group1,0.0,1.0,Sly,SASH3 CXorf9 SLY,SASH3
Smad1,group2/group1,-0.07,0.966366312867795,Smad1,SMAD1 BSP1 MADH1 MADR1,SMAD1
Smad2,group2/group1,-0.96,0.494544056617665,Smad2,SMAD2 MADH2 MADR2,SMAD2
Smad3,group2/group1,-0.24,0.906391908342179,Smad3,SMAD3 MADH3,SMAD3
Smad4,group2/group1,-4.4,0.148053531231983,Smad4,SMAD4 DPC4 MADH4,SMAD4
Smad5,group2/group1,-1.28,0.662426657577869,Smad5,SMAD5 MADH5,SMAD5
Smad6,group2/group1,0.0,1.0,Smad6,SMAD6 MADH6,SMAD6
Smad7,group2/group1,1.01,0.45923081450271,Smad7,SMAD7 MADH7 MADH8,SMAD7
Smad9,group2/group1,0.0,1.0,Smad9,SMAD9 MADH6 MADH9 SMAD8,SMAD9
Smagp,group2/group1,-3.98,0.0950762830913943,Smagp,SMAGP,SMAGP
Smap1,group2/group1,-0.44,0.787449632227702,Smap1,SMAP1,SMAP1
Smap1,group2/group1,-0.44,0.787449632227702,Smap1,UNC45A SMAP1,UNC45A
Smap2,group2/group1,0.34,0.716684767471245,Smap2,SMAP2 SMAP1L,SMAP2
Smap2,group2/group1,0.34,0.716684767471245,Smap2,BRD8 SMAP SMAP2,BRD8
Smap2,group2/group1,0.34,0.716684767471245,Smap2,SMOC2 SMAP2 MSTP117,SMOC2
Smarca1,group2/group1,0.0,1.0,Smarca1,SMARCA1 SNF2L SNF2L1,SMARCA1
Smarca2,group2/group1,0.23,0.889969141540138,Smarca2,SMARCA2 BAF190B BRM SNF2A SNF2L2,SMARCA2
Smarca4,group2/group1,0.06,0.918521227156186,Smarca4,SMARCA4 BAF190A BRG1 SNF2B SNF2L4,SMARCA4
Smarca5,group2/group1,0.2,0.705926989447659,Smarca5,SMARCA5 SNF2H WCRF135,SMARCA5
Smarcad1,group2/group1,-0.31,0.827790264409151,Smarcad1,SMARCAD1 KIAA1122,SMARCAD1
Smarcal1,group2/group1,-4.56,0.222567169330927,Smarcal1,SMARCAL1 HARP,SMARCAL1
Smarcb1,group2/group1,0.09,0.805540343931459,Smarcb1,SMARCB1 BAF47 INI1 SNF5L1,SMARCB1
Smarcc1,group2/group1,0.4,0.658454706534256,Smarcc1,SMARCC1 BAF155,SMARCC1
Smarcc2,group2/group1,0.25,0.776441750927612,Smarcc2,SMARCC2 BAF170,SMARCC2
Smarcd1,group2/group1,-5.34,0.200523578818957,Smarcd1,SMARCD1 BAF60A,SMARCD1
Smarcd2,group2/group1,-1.01,0.342697299091112,Smarcd2,SMARCD2 BAF60B PRO2451,SMARCD2
Smarcd3,group2/group1,0.0,1.0,Smarcd3,SMARCD3 BAF60C,SMARCD3
Smarce1,group2/group1,0.43,0.324579315952428,Smarce1,SMARCE1 BAF57,SMARCE1
Smc1a,group2/group1,-0.98,0.0501057460202187,Smc1a,SMC1A DXS423E KIAA0178 SB1.8 SMC1 SMC1L1,SMC1A
Smc1b,group2/group1,0.0,1.0,Smc1b,SMC1B SMC1L2,SMC1B
Smc2,group2/group1,-2.2,0.034364371628481,Smc2,SMC2 CAPE SMC2L1 PRO0324,SMC2
Smc3,group2/group1,-0.43,0.466324267014936,Smc3,SMC3 BAM BMH CSPG6 SMC3L1,SMC3
Smc4,group2/group1,-0.34,0.576672093853467,Smc4,SMC4 CAPC SMC4L1,SMC4
Smc5,group2/group1,0.41,0.653798635437221,Smc5,SMC5 KIAA0594 SMC5L1,SMC5
Smc6,group2/group1,-0.7,0.24890720312257,Smc6,SMC6 SMC6L1,SMC6
Smchd1,group2/group1,0.14,0.809003563149325,Smchd1,SMCHD1 KIAA0650,SMCHD1
Smco1,group2/group1,-1.53,0.507349087703066,Smco1,SMCO1 C3orf43,SMCO1
Smco2,group2/group1,0.0,1.0,Smco2,SMCO2 C12orf70,SMCO2
Smco3,group2/group1,-5.1,0.243769771009634,Smco3,SMCO3 C12orf69,SMCO3
Smco4,group2/group1,0.49,0.810498183900529,Smco4,SMCO4 C11orf75 FN5,SMCO4
Smcp,group2/group1,0.0,1.0,Smcp,SMCP MCS MCSP,SMCP
Smcr8,group2/group1,0.89,0.67727653556442,Smcr8,SMCR8,SMCR8
Smdt1,group2/group1,-0.62,0.102528321484385,Smdt1,SMDT1 C22orf32 EMRE,SMDT1
Smek1,group2/group1,-2.6,0.17970387656912,Smek1,PPP4R3A KIAA2010 PP4R3A SMEK1 MSTP033,PPP4R3A
Smek2,group2/group1,0.55,0.413544257936472,Smek2,PPP4R3B KIAA1387 PP4R3B SMEK2,PPP4R3B
Smg1,group2/group1,0.23,0.82992540675219,Smg1,SMG1 ATX KIAA0421 LIP,SMG1
Smg5,group2/group1,1.37,0.500449201675589,Smg5,SMG5 EST1B KIAA1089,SMG5
Smg6,group2/group1,1.39,0.565410937745642,Smg6,SMG6 C17orf31 EST1A KIAA0732,SMG6
Smg7,group2/group1,-0.46,0.7472294160526,Smg7,SMG7 C1orf16 EST1C KIAA0250,SMG7
Smg8,group2/group1,-1.21,0.582194439965155,Smg8,SMG8 ABC2 C17orf71,SMG8
Smg9,group2/group1,0.18,0.91123740869166,Smg9,SMG9 C19orf61,SMG9
Smim1,group2/group1,0.0,1.0,Smim1,SMIM1,SMIM1
Smim11,group2/group1,-0.43,0.771118704260977,Smim11,SMIM11 C21orf51 FAM165B SMIM11A,SMIM11
Smim12,group2/group1,1.43,0.0917894348225131,Smim12,SMIM12 C1orf212,SMIM12
Smim13,group2/group1,-1.53,0.507349087703066,Smim13,SMIM13 C6orf228,SMIM13
Smim14,group2/group1,-0.49,0.195572074173424,Smim14,SMIM14 C4orf34,SMIM14
Smim15,group2/group1,0.24,0.873952464417445,Smim15,SMIM15 C5orf43,SMIM15
Smim18,group2/group1,4.9,0.238180013341244,Smim18,SMIM18,SMIM18
Smim19,group2/group1,-0.5,0.860133341825869,Smim19,SMIM19 C8orf40,SMIM19
Smim20,group2/group1,-0.09,0.933560208992545,Smim20,SMIM20 C4orf52 MITRAC7,SMIM20
Smim20,group2/group1,-0.09,0.933560208992545,Smim20,SMIM20 C4orf52 MITRAC7,SMIM20
Smim22,group2/group1,0.0,1.0,Smim22,SMIM22 CASIMO1,SMIM22
Smim23,group2/group1,0.0,1.0,Smim23,SMIM23 C5orf50,SMIM23
Smim24,group2/group1,0.51,0.83844773862227,Smim24,SMIM24 C19orf77 HSPC323,SMIM24
Smim3,group2/group1,-0.65,0.166826305415909,Smim3,SMIM3 C5orf62 NID67,SMIM3
Smim4,group2/group1,-0.16,0.932466985959373,Smim4,SMIM4 C3orf78,SMIM4
Smim5,group2/group1,6.73,0.136832023736347,Smim5,SMIM5 C17orf109,SMIM5
Smim6,group2/group1,0.0,1.0,Smim6,SMIM6 C17orf110,SMIM6
Smim7,group2/group1,-0.03,0.940740455927157,Smim7,SMIM7 C19orf42,SMIM7
Smim8,group2/group1,-0.89,0.659633555544493,Smim8,SMIM8 C6orf162 DC18,SMIM8
Smim9,group2/group1,0.0,1.0,Smim9,SMIM9 CXorf68,SMIM9
Smlr1,group2/group1,0.0,1.0,Smlr1,SMLR1,SMLR1
Smn1,group2/group1,-0.06,0.96653680508985,Smn1,SMN1 SMN SMNT; SMN2 SMNC,SMN1
Smndc1,group2/group1,-0.61,0.42275728570209,Smndc1,SMNDC1 SMNR SPF30,SMNDC1
Smo,group2/group1,7.08,0.106230835042642,Smo,SMO SMOH,SMO
Smo,group2/group1,7.08,0.106230835042642,Smo,SMOX C20orf16 SMO UNQ3039/PRO9854,SMOX
Smoc1,group2/group1,0.0,1.0,Smoc1,SMOC1,SMOC1
Smoc2,group2/group1,0.0,1.0,Smoc2,SMOC2 SMAP2 MSTP117,SMOC2
Smox,group2/group1,1.57,0.339900716730588,Smox,SMOX C20orf16 SMO UNQ3039/PRO9854,SMOX
Smpd1,group2/group1,1.1,0.581285456694268,Smpd1,SMPD1 ASM,SMPD1
Smpd2,group2/group1,-6.75,0.141174171873269,Smpd2,SMPD2,SMPD2
Smpd3,group2/group1,0.0,1.0,Smpd3,SMPD3,SMPD3
Smpd4,group2/group1,-3.55,0.272450963835816,Smpd4,SMPD4 KIAA1418 SKNY,SMPD4
Smpdl3a,group2/group1,0.83,0.202637418966378,Smpdl3a,SMPDL3A ASML3A,SMPDL3A
Smpdl3b,group2/group1,1.22,0.0562761484748737,Smpdl3b,SMPDL3B ASML3B ASMLPD,SMPDL3B
Smpx,group2/group1,0.0,1.0,Smpx,SMPX SRMX,SMPX
Smr3a,group2/group1,0.0,1.0,Smr3a,SMR3A PBI PROL5,SMR3A
Sms,group2/group1,-2.55,0.151848881209951,Sms,SMS,SMS
Smtn,group2/group1,2.66,0.254523023860053,Smtn,SMTN SMSMO,SMTN
Smtnl1,group2/group1,0.0,1.0,Smtnl1,SMTNL1,SMTNL1
Smtnl2,group2/group1,0.0,1.0,Smtnl2,SMTNL2,SMTNL2
Smu1,group2/group1,0.13,0.726255535082708,Smu1,SMU1,SMU1
Smug1,group2/group1,3.58,0.235762495009696,Smug1,SMUG1,SMUG1
Smurf1,group2/group1,0.51,0.847030499395687,Smurf1,SMURF1 KIAA1625,SMURF1
Smurf2,group2/group1,-6.87,0.0884050295150719,Smurf2,SMURF2,SMURF2
Smyd1,group2/group1,0.2,0.940415021219766,Smyd1,SMYD1,SMYD1
Smyd2,group2/group1,-0.23,0.842421137463159,Smyd2,SMYD2 KMT3C,SMYD2
Smyd3,group2/group1,1.33,0.46201756650546,Smyd3,SMYD3 ZMYND1 ZNFN3A1,SMYD3
Smyd4,group2/group1,2.54,0.281945363218662,Smyd4,SMYD4 KIAA1936,SMYD4
Smyd5,group2/group1,1.16,0.396106969512993,Smyd5,SMYD5 RAI15,SMYD5
Snai1,group2/group1,4.17,0.12365393655746,Snai1,SNAI1 SNAH,SNAI1
Snai2,group2/group1,7.21,0.0951075908667397,Snai2,SNAI2 SLUG SLUGH,SNAI2
Snai3,group2/group1,0.0,1.0,Snai3,SNAI3 ZNF293,SNAI3
Snap23,group2/group1,0.09,0.812422734563995,Snap23,SNAP23,SNAP23
Snap25,group2/group1,0.0,1.0,Snap25,SNAP25 SNAP,SNAP25
Snap29,group2/group1,-1.32,0.471457775587666,Snap29,SNAP29,SNAP29
Snap47,group2/group1,3.6,0.0904027573080472,Snap47,SNAP47 C1orf142 HEL170 SVAP1,SNAP47
Snap91,group2/group1,0.0,1.0,Snap91,SNAP91 KIAA0656,SNAP91
Snapc1,group2/group1,-0.01,0.980931912649121,Snapc1,SNAPC1 SNAP43,SNAPC1
Snapc2,group2/group1,1.29,0.263342787607524,Snapc2,SNAPC2 SNAP45,SNAPC2
Snapc3,group2/group1,0.17,0.893355560990576,Snapc3,SNAPC3 SNAP50,SNAPC3
Snapc4,group2/group1,-3.95,0.289741809383738,Snapc4,SNAPC4 SNAP190,SNAPC4
Snapc5,group2/group1,-0.21,0.774935861829674,Snapc5,SNAPC5 SNAP19,SNAPC5
Snapin,group2/group1,-0.04,0.958308595452966,Snapin,SNAPIN BLOC1S7 SNAP25BP SNAPAP,SNAPIN
Snca,group2/group1,0.0,1.0,Snca,SNCA NACP PARK1,SNCA
Sncaip,group2/group1,0.0,1.0,Sncaip,SNCAIP,SNCAIP
Sncb,group2/group1,0.0,1.0,Sncb,SNCB,SNCB
Sncg,group2/group1,0.0,1.0,Sncg,SNCG BCSG1 PERSYN PRSN,SNCG
Snd1,group2/group1,0.36,0.411280168799809,Snd1,SND1 TDRD11,SND1
Sned1,group2/group1,-5.83,0.20983792191741,Sned1,SNED1,SNED1
Snf8,group2/group1,-1.86,0.310188851764003,Snf8,SNF8 EAP30,SNF8
Snhg12,group2/group1,3.36,0.359933748167016,Snhg12,SNHG12 C1orf79 PNAS-123 TRG11,SNHG12
Snip1,group2/group1,0.03,0.986735796755902,Snip1,SNIP1,SNIP1
Snn,group2/group1,6.35,0.0244226151313124,Snn,SNN,SNN
Snph,group2/group1,4.74,0.243514398115869,Snph,SNPH KIAA0374,SNPH
Snrk,group2/group1,0.85,0.588026057627383,Snrk,SNRK KIAA0096 SNFRK,SNRK
Snrnp200,group2/group1,1.32,0.213651440387457,Snrnp200,SNRNP200 ASCC3L1 BRR2 HELIC2 KIAA0788,SNRNP200
Snrnp25,group2/group1,-1.32,0.281571659929169,Snrnp25,SNRNP25 C16orf33,SNRNP25
Snrnp27,group2/group1,-0.19,0.74453719024581,Snrnp27,SNRNP27,SNRNP27
Snrnp35,group2/group1,0.04,0.985710200734591,Snrnp35,SNRNP35 HM1 U1SNRNPBP,SNRNP35
Snrnp40,group2/group1,-0.76,0.140086746580042,Snrnp40,SNRNP40 PRP8BP SFP38 WDR57,SNRNP40
Snrnp40,group2/group1,-0.76,0.140086746580042,Snrnp40,SNRNP40 PRP8BP SFP38 WDR57,SNRNP40
Snrnp48,group2/group1,0.57,0.752852620903549,Snrnp48,SNRNP48 C6orf151,SNRNP48
Snrnp70,group2/group1,0.18,0.775774793448345,Snrnp70,SNRNP70 RNPU1Z RPU1 SNRP70 U1AP1,SNRNP70
Snrpa,group2/group1,-0.14,0.723745162615666,Snrpa,SNRPA,SNRPA
Snrpa1,group2/group1,-1.61,0.0218965023043443,Snrpa1,SNRPA1,SNRPA1
Snrpb,group2/group1,-0.08,0.799014639834926,Snrpb,SNRPB COD SNRPB1,SNRPB
Snrpb2,group2/group1,-1.29,0.145847256996679,Snrpb2,SNRPB2,SNRPB2
Snrpc,group2/group1,-0.33,0.465469113486493,Snrpc,SNRPC,SNRPC
Snrpd1,group2/group1,-0.8,0.0705780222851746,Snrpd1,SNRPD1,SNRPD1
Snrpd1,group2/group1,-0.8,0.0705780222851746,Snrpd1,SNRPD2 SNRPD1,SNRPD2
Snrpd2,group2/group1,-0.59,0.222988896468349,Snrpd2,SNRPD2 SNRPD1,SNRPD2
Snrpd3,group2/group1,-0.32,0.362889874559141,Snrpd3,SNRPD3,SNRPD3
Snrpe,group2/group1,-0.28,0.498895126639376,Snrpe,SNRPE,SNRPE
Snrpf,group2/group1,-0.45,0.54864677931437,Snrpf,SNRPF PBSCF,SNRPF
Snrpg,group2/group1,-0.51,0.242146974405447,Snrpg,SNRPG PBSCG,SNRPG
Snrpn,group2/group1,0.0,1.0,Snrpn,SNRPN HCERN3 SMN,SNRPN
Snta1,group2/group1,-5.32,0.234949791256146,Snta1,SNTA1 SNT1,SNTA1
Sntb1,group2/group1,0.0,1.0,Sntb1,SNTB1 SNT2B1,SNTB1
Sntb2,group2/group1,-0.59,0.812705759799649,Sntb2,SNTB2 D16S2531E SNT2B2 SNTL,SNTB2
Sntg1,group2/group1,0.0,1.0,Sntg1,SNTG1,SNTG1
Sntg2,group2/group1,0.0,1.0,Sntg2,SNTG2,SNTG2
Sntn,group2/group1,0.0,1.0,Sntn,SNTN S100A1L,SNTN
Snupn,group2/group1,0.37,0.825467287527503,Snupn,SNUPN RNUT1 SPN1,SNUPN
Snurf,group2/group1,0.0,1.0,Snurf,RNF4 SNURF RES4-26,RNF4
Snurf,group2/group1,0.0,1.0,Snurf,SNURF,SNURF
Snw1,group2/group1,0.03,0.957241481325676,Snw1,SNW1 SKIIP SKIP,SNW1
Snx1,group2/group1,-0.05,0.90899102693812,Snx1,SNX1,SNX1
Snx10,group2/group1,-0.43,0.410887545705112,Snx10,SNX10,SNX10
Snx11,group2/group1,0.89,0.605589586559859,Snx11,SNX11,SNX11
Snx12,group2/group1,-0.17,0.769836079823347,Snx12,SNX12,SNX12
Snx13,group2/group1,1.99,0.0218187086874689,Snx13,SNX13 KIAA0713,SNX13
Snx14,group2/group1,0.03,0.988504173280477,Snx14,SNX14,SNX14
Snx15,group2/group1,1.31,0.145177201127352,Snx15,SNX15,SNX15
Snx16,group2/group1,-5.85,0.191756349845165,Snx16,SNX16,SNX16
Snx17,group2/group1,0.28,0.518235522491859,Snx17,SNX17 KIAA0064,SNX17
Snx18,group2/group1,-2.52,0.309463596183202,Snx18,SNX18 SH3PXD3B,SNX18
Snx19,group2/group1,-0.07,0.977727447718767,Snx19,SNX19 KIAA0254,SNX19
Snx2,group2/group1,0.2,0.53440745587308,Snx2,SNX2 TRG9,SNX2
Snx20,group2/group1,-0.14,0.740199305219584,Snx20,SNX20 SLIC1,SNX20
Snx21,group2/group1,1.67,0.51535845841893,Snx21,SNX21 C20orf161 SNXL,SNX21
Snx22,group2/group1,-0.92,0.402479625877586,Snx22,SNX22,SNX22
Snx24,group2/group1,2.19,0.191056915343049,Snx24,SNX24 SBBI31 UNQ654/PRO1284,SNX24
Snx25,group2/group1,-0.92,0.774886711178356,Snx25,SNX25 MSTP043,SNX25
Snx27,group2/group1,-4.32,0.24905851974767,Snx27,SNX27 KIAA0488 My014,SNX27
Snx29,group2/group1,-5.67,0.185631803513893,Snx29,SNX29 RUNDC2A,SNX29
Snx3,group2/group1,-0.55,0.089764646319997,Snx3,SNX3,SNX3
Snx30,group2/group1,1.07,0.727551372594258,Snx30,SNX30,SNX30
Snx30,group2/group1,1.07,0.727551372594258,Snx30,SNX33 SH3PX3 SH3PXD3C SNX30,SNX33
Snx31,group2/group1,0.0,1.0,Snx31,SNX31,SNX31
Snx32,group2/group1,-5.8,0.21185920173239,Snx32,SNX32 SNX6B,SNX32
Snx33,group2/group1,3.1,0.320294054928525,Snx33,SNX33 SH3PX3 SH3PXD3C SNX30,SNX33
Snx4,group2/group1,0.42,0.350369759875988,Snx4,SNX4,SNX4
Snx5,group2/group1,0.15,0.719254064373713,Snx5,SNX5,SNX5
Snx6,group2/group1,-0.2,0.704954043949275,Snx6,SNX6,SNX6
Snx7,group2/group1,0.09,0.96810045530777,Snx7,SNX7,SNX7
Snx8,group2/group1,0.99,0.306888876671479,Snx8,SNX8,SNX8
Snx9,group2/group1,0.34,0.702137742919975,Snx9,SNX9 SH3PX1 SH3PXD3A,SNX9
Soat1,group2/group1,0.87,0.314030858626853,Soat1,SOAT1 ACACT ACACT1 ACAT ACAT1 SOAT STAT,SOAT1
Soat2,group2/group1,-0.01,0.996084431517359,Soat2,SOAT2 ACACT2 ACAT2,SOAT2
Sobp,group2/group1,0.0,1.0,Sobp,SOBP JXC1,SOBP
Socs1,group2/group1,1.26,0.108319374803847,Socs1,SOCS1 SSI1 TIP3,SOCS1
Socs2,group2/group1,0.0,0.999627754465729,Socs2,SOCS2 CIS2 SSI2 STATI2,SOCS2
Socs3,group2/group1,-0.21,0.654459242103638,Socs3,SOCS3 CIS3 SSI3,SOCS3
Socs4,group2/group1,0.02,0.993486708706935,Socs4,SOCS6 CIS4 SOCS4,SOCS6
Socs4,group2/group1,0.02,0.993486708706935,Socs4,SOCS4 SOCS7,SOCS4
Socs5,group2/group1,2.28,0.46128859809964,Socs5,SOCS5 CIS6 CISH5 CISH6 KIAA0671,SOCS5
Socs6,group2/group1,1.84,0.562048505084686,Socs6,SOCS7 NAP4 SOCS6,SOCS7
Socs6,group2/group1,1.84,0.562048505084686,Socs6,SOCS6 CIS4 SOCS4,SOCS6
Socs7,group2/group1,-2.1,0.552974249042683,Socs7,SOCS7 NAP4 SOCS6,SOCS7
Socs7,group2/group1,-2.1,0.552974249042683,Socs7,SOCS4 SOCS7,SOCS4
Sod1,group2/group1,-0.77,0.0393175623351198,Sod1,SOD1,SOD1
Sod2,group2/group1,0.31,0.514782750581944,Sod2,SOD2,SOD2
Sod3,group2/group1,7.12,0.103167755254208,Sod3,SOD3,SOD3
Soga1,group2/group1,-1.07,0.728038316549381,Soga1,SOGA1 C20orf117 KIAA0889 SOGA,SOGA1
Soga3,group2/group1,0.0,1.0,Soga3,SOGA3 C6orf174,SOGA3
Sohlh1,group2/group1,0.0,1.0,Sohlh1,SOHLH1 C9orf157 NOHLH TEB2,SOHLH1
Sohlh2,group2/group1,0.0,1.0,Sohlh2,SOHLH2 TEB1,SOHLH2
Son,group2/group1,-0.29,0.512196341992819,Son,SON C21orf50 DBP5 KIAA1019 NREBP HSPC310 HSPC312,SON
Sorbs1,group2/group1,6.07,0.0720148737369717,Sorbs1,SORBS1 KIAA0894 KIAA1296 SH3D5,SORBS1
Sorbs2,group2/group1,0.0,1.0,Sorbs2,SORBS2 ARGBP2 KIAA0777,SORBS2
Sorbs3,group2/group1,7.34,0.0849922140398533,Sorbs3,SORBS3 SCAM1,SORBS3
Sorcs1,group2/group1,0.0,1.0,Sorcs1,SORCS1 SORCS,SORCS1
Sorcs2,group2/group1,5.97,0.0990219246863537,Sorcs2,SORCS2 KIAA1329,SORCS2
Sorcs3,group2/group1,0.0,1.0,Sorcs3,SORCS3 KIAA1059,SORCS3
Sord,group2/group1,-0.6,0.767033287901383,Sord,SORD,SORD
Sorl1,group2/group1,0.38,0.795370767522728,Sorl1,SORL1 C11orf32,SORL1
Sort1,group2/group1,-2.82,0.413356534921025,Sort1,SORT1,SORT1
Sos1,group2/group1,0.37,0.886947048279983,Sos1,SOS1,SOS1
Sos2,group2/group1,5.81,0.179858856429544,Sos2,SOS2,SOS2
Sost,group2/group1,0.0,1.0,Sost,SOST UNQ2976/PRO7455/PRO7476,SOST
Sostdc1,group2/group1,0.0,1.0,Sostdc1,SOSTDC1 USAG1 CDA019,SOSTDC1
Sowaha,group2/group1,0.0,1.0,Sowaha,SOWAHA ANKRD43,SOWAHA
Sowahb,group2/group1,0.0,1.0,Sowahb,SOWAHB ANKRD56,SOWAHB
Sowahc,group2/group1,1.2,0.118892108768002,Sowahc,SOWAHC ANKRD57 C2orf26,SOWAHC
Sowahd,group2/group1,0.0,1.0,Sowahd,SOWAHD ANKRD58,SOWAHD
Sox1,group2/group1,0.0,1.0,Sox1,SOX1,SOX1
Sox10,group2/group1,0.0,1.0,Sox10,SOX10,SOX10
Sox11,group2/group1,0.0,1.0,Sox11,SOX11,SOX11
Sox12,group2/group1,-3.28,0.388171289387994,Sox12,SOX12 SOX22,SOX12
